channel_F4_median,channel_F3_lyap_r,channel_P7_Katz,channel_F3_PE_2,channel_FC6_power_8_12_abs,channel_O2_lyap_r,channel_F4_lyap_r,channel_FC6_mean,channel_F4_PE_2,channel_O2_mean,channel_T8_lyap_r,channel_O2_PE,channel_O2_samp_entropy,channel_FC6_PL_1ch,channel_O2_PE_2,channel_F7_power_4_8_abs,channel_F4_mean,channel_P8_PE_2,channel_F7_PE,channel_T7_PE_2,channel_F3_power_4_8_abs,channel_AF4_freq_std_theta,channel_F4_PE,channel_O1_median,channel_P7_PE,channel_FC6_lyap_r,channel_AF4_power_8_12_abs,channel_F7_power_12_25_abs,channel_P8_PL_1ch,channel_T7_power_35_45_abs,channel_F4_power_8_12_abs,channel_P8_power_8_12_abs,channel_O1_power_8_12_abs,channel_O2_spec_entropy,channel_T8_petrosyan,channel_O2_power_35_45_abs,channel_T7_power_8_12_abs,channel_P7_freq_std_alpha,channel_O2_power_12_25_abs,channel_O2_power_4_8_abs,channel_FC5_PE_2,channel_AF3_power_35_45_abs,channel_P7_lyap_r,channel_O1_power_35_45_abs,channel_O1_PE,channel_AF3_mean,channel_F7_power_35_45_abs,channel_FC6_PE_2,channel_AF4_power_12_25_abs,channel_T8_PE_2
-0.27340779631436074,0.04302313239582218,2.4557931298672453,0.9553573181371584,0.19614381214558727,0.005544274617610611,0.040985676411140835,-0.2273120677311765,0.2983425910480402,43.834287029954325,0.008280024887874498,3.819442857288922,0.2680536835370507,85,0.0,0.2093655763644772,-0.3312791428423329,1.5310397640735591,3.2604478126263468,0.8910957855038555,0.2286480222927249,0.0008230180983119863,3.4841369310676744,0.05985779681997872,3.424807269404313,0.04191404497417678,0.14529752217082245,0.3405760499361903,49,0.3619262922125265,0.2166373624885948,0.14474934992284727,0.1418210014870603,3.3225275274724977,1.0192643245566062,0.06441432189939708,0.14709589278117266,0.05444927530502698,0.2770767764698457,0.4157420756886942,1.5742266898016777,0.3642970120899594,0.007961602348668016,0.37388752154872096,3.8143947984504036,-0.2094706935407575,0.2730983239805274,0.7506296327184001,0.25938808327077273,0.0
0.28565646277368106,0.046139018663190236,3.5379763420434966,0.5043593746099155,0.1731501578418686,0.017178195819519983,0.012243373187508174,0.6267504779935681,-1.0,-58.16322648244192,0.015354153433361712,3.8738944020822488,0.2372356308981127,49,0.0,0.22911377172217304,0.21498475062181954,0.0,3.5751745522316023,0.0,0.2298543224401746,0.0006684574619741599,3.516455141934532,0.03039313005278288,3.822520156172025,0.0155718242799915,0.17407000692419047,0.3741243378900155,49,0.21918160295270966,0.17703428685389955,0.18324748459011456,0.1589770046256567,5.242785369916216,1.0178609348221217,0.132152137040303,0.17869147395343624,0.002302354575446422,0.3582030805697433,0.2876925378401602,0.0,0.21932743469909047,0.03622277284923348,0.24627353712263875,3.8165860096378768,0.2294628452019004,0.21856606248840446,0.0,0.3679685810907226,0.0
-0.38740664195624097,0.01757565170827531,3.546882008445759,0.0,0.23613804013189685,0.01477796251436754,0.015399120621761984,-0.4195533939589078,0.986737201442306,-13.060701003561116,0.017328290505842614,3.906872778870112,0.21994653182098786,49,0.8694511372229586,0.15490979624409856,-0.05610119424448014,1.5420661645852718,3.672253870349969,0.9882282668809742,0.16293370201883334,0.0025342258226980236,3.711680450003333,0.0047504265179243435,3.7466876017037793,0.017575008804733755,0.2028410274182872,0.4208753048102612,98,0.276423358068818,0.15443842220041215,0.2003647269268893,0.22335875182762246,6.049637897418924,1.015619309917264,0.13169145133745278,0.1866507896787089,0.004215228424917894,0.3546873786622906,0.3347619223918291,0.0,0.1843899712343683,0.01867545710669609,0.1828069495713273,3.812504917776473,-0.07869413588116649,0.2764064197561216,0.0,0.380939022476749,0.0
-0.5648759006820911,0.03901772666395747,2.8478109220228607,2.0406666536825964,0.1744716323977401,0.002344159434612745,0.02043369659269684,0.031514955860624264,1.262798245484267,289.96592394455024,0.04364969085033684,3.776437061009645,0.046185130684759414,49,-1.0,0.238296468534492,-0.6092805896561105,0.0,3.821363317813319,0.0,0.2335029862775067,0.0013104148014178494,3.7334397963464494,0.08061738428165599,3.7566769088022482,0.0442102624061413,0.17963387956575913,0.3037027573325885,49,0.2711916890197406,0.18503034652868688,0.18141143547319552,0.181950875763077,2.6861210411609835,1.0147250438143296,0.05093914586431187,0.18112489100284065,0.004767597712313415,0.3599214080590955,0.4564597763651526,1.6836318831123829,0.277268038994669,0.02034537426578077,0.2743859477885982,3.760226409813036,-0.2833502234033395,0.27779820101150404,0.3231292209164229,0.3001035254008011,0.8459822452463256
0.19847609143471967,0.025103205070759874,2.845076764454745,0.0,0.14976672579669575,0.013067242615205187,0.04349712281287467,0.3276273604312126,0.9695746539396112,-125.02739949923357,0.032856341169661886,3.791161112583967,0.25936712154528324,0,0.8380204829422331,0.13823031782674375,0.18061538083739764,0.9743481770725916,3.635233966670808,1.5088599391485409,0.13505302986501955,0.0006720668728533234,3.7818723817847992,0.11188846395929676,3.802343725184037,0.013222180024997705,0.16946876432623206,0.4255481596908937,82,0.3145325636252592,0.12446767653553505,0.15880411696957675,0.16066107709573935,5.327114908697578,1.0180900693854362,0.15760074651093905,0.15179270017379193,0.01518760976523714,0.33566549331670265,0.30555962264410996,0.0,0.3330040550867294,0.009660482370628469,0.2744807723751667,3.9440209194709968,0.058233820624601564,0.31738442738591993,-1.0,0.2959522666593239,0.7098545433980974
0.3716696614951172,0.022758720209310385,3.75396802727134,0.0,0.176952680342337,0.0017065262280563918,0.018208975620332083,0.024730745750579704,0.9981593179366199,96.64586401958508,0.011212582354778913,3.828116111872201,0.14482211383687355,96,-1.0,0.24216842695509386,0.047521095145645474,0.17468414585894834,3.871416822258293,1.7613565457337843,0.21535632852888248,0.00011988670695863733,3.8097873953489008,-0.07657656807163171,3.802478546027605,0.022759635190930428,0.17391275307591486,0.2783094661111214,54,0.30207758046983885,0.1718826746080048,0.1717557523415429,0.1842395047121616,1.6229134769053362,1.0204821623326503,0.10914364179800584,0.1768087661894198,0.0003405173423775636,0.3490172554312965,0.3755427212950114,0.8855474307977437,0.3150703291380376,0.016881489491724598,0.1980937601780577,3.9147830659023137,-0.008773952115032246,0.30269471665108083,0.7822233051871833,0.2865940617740707,0.0
-0.7489282034056863,0.021566774027108604,2.2575909218919517,0.0,0.14409766850770675,0.0131173380160866,0.019228608439666915,0.08107769550474701,-1.0,-7.284158477707652,0.01869552677327924,3.869853753852855,0.14754999257277532,49,1.1025737219963068,0.18787171655590448,-0.5887433659047746,0.0,3.26676900762856,0.0,0.21347659178524245,0.011316956028773395,3.5143516759710383,-3.336381962248113,3.258998233430785,0.013512152006041334,0.15921119712924425,0.4851793719971684,49,0.17743320683758185,0.15980835944652405,0.15968417210622132,0.16093554152785314,5.609097969269789,1.015658929957583,0.12609211448461433,0.15902594496846412,0.024285657253004373,0.3190515270413993,0.35801506334817,0.0,0.1816488529621384,0.017832642613035153,0.17170715967047456,3.361545246684285,-0.530959968721205,0.16485566000319665,0.0,0.4963946648688429,0.703904508920763
0.09078557471851477,0.013528425862469929,2.9296422385251812,1.482624031467389,0.17886885637566627,0.011396684366114056,0.03929651661923049,0.05155916966891207,0.96315344123637,-14.577346266555026,0.048100892553593635,3.839616097055224,0.4217877181635632,49,1.3121054912921246,0.236372633072764,-0.0806381435629226,0.0,3.817616611711857,-1.0,0.21456372012360936,0.0016654308267625975,3.764595115325379,0.04586350687027707,3.800653367827497,0.012652325144353894,0.16327476750928746,0.2948857648634906,49,0.3247538771018454,0.18364320943733006,0.18461483531319686,0.16336137523573466,4.807857291507929,1.0160644257232172,0.10413991709415434,0.159778381913523,0.012893050520510506,0.364539631583765,0.33588133159754985,0.0,0.24782789822496784,0.03789011093608111,0.3343847404375457,3.7314780429957546,-0.015266513814971218,0.3039803880344916,0.0,0.28990657774689405,1.3315957307253472
0.14140133720788894,0.04640897618064396,3.2887331039584407,0.9819696561967222,0.15513424395346145,0.007019045454002842,0.012180971214285774,-0.533086865321941,1.4732282675694424,-12.431912172815066,0.00816233098731847,3.75623699603234,0.4406784007543017,49,0.8627990195485009,0.1445219271582124,-0.19231463250029893,0.3716696788528646,3.8303984774293705,0.9977813765585216,0.17100551366703645,0.0005018289475341329,3.43204261391498,-0.13696962844876706,3.8825867714267375,0.02340325326672207,0.1738313082582472,0.414747629206419,59,0.18185326425845616,0.17338002338815814,0.17808347131240831,0.18474589994966392,5.297468429630546,1.0181825982817465,0.12493766135006967,0.193534563190834,0.00031292163720629307,0.36240154048762496,0.3158939999118189,0.6117283968808437,0.25784796100477914,0.0337539723572189,0.1937193386355676,3.79439888198813,-0.2733750703216949,0.30009617910781183,0.0,0.3225948891861591,1.3834567546845835
-0.005665011449057136,0.027582837766275795,3.4206705283578764,1.2485786193047068,0.15186916316954008,0.008359902245657934,0.03047401881685428,-0.15417510280826524,0.0,-79.27131465008381,0.02502135426579016,3.8709819950053865,0.1883305884292172,82,0.0,0.16710070054631945,-0.032521094974119445,1.6818927958476717,3.7132663071299903,0.9930062538742004,0.19938251716927072,0.0011920318987618205,3.897676845129332,-0.07001115611437858,3.78674864410137,0.028526040783961086,0.1462884491439381,0.3879621905891009,16,0.2700215669235767,0.15610108166423986,0.15777486538715854,0.15821838597832175,4.6513798710159255,1.0188965448983998,0.11511282629937845,0.1655299842843338,0.0016072484999432412,0.3159931922177947,0.3840400998117615,-1.0,0.2855821883814855,0.03575830250455613,0.3095507047665101,3.7707037534265297,0.19541103117990388,0.3092575714526628,0.5692502939235602,0.34635459374732075,1.3219396882377037
0.9162018690297706,0.006463436301624672,3.3159747661671,0.0,0.15566284295918628,0.005785152794958827,0.007041164216833773,-1.7835306943769047,0.0,-3.1306016993200214,0.006596101473455475,3.891503556102484,0.6937355136451803,35,0.0,0.19223966586403107,0.7173607838205388,0.0,3.570814127636878,0.7402170302907808,0.23680432367560714,0.01159768388523908,3.515731799224788,-1.854898972808654,3.538914412886022,0.005092358992620232,0.16246301375331318,0.4744039076315684,49,0.17456150929941527,0.1649107642621533,0.1671042027461235,0.1545057619171352,3.5797331949656703,1.020621125289662,0.21912997926879169,0.1639298190646008,0.07182508504234927,0.32551986136444977,0.306855829922938,1.3687130755157653,0.20128665120174186,0.005397785680126774,0.16618038518710776,3.5707030281801235,-2.4618547909206128,0.16871916695022446,1.2638324245786814,0.4845594247749442,0.6733674810120535
0.2229285124821904,0.025377352159101918,2.848027163280478,0.4061961692047436,0.16889927681859526,0.017717926484301844,0.011350015496307994,0.180993612944724,0.3789348949610389,296.6205844225364,0.017094741514173596,3.8982224447693534,0.19368110093996369,49,1.2818490345553928,0.22190761354611585,0.2778562348654286,0.9328729309361752,3.7556081384184257,0.0,0.22992417770256385,0.0025606535922493893,3.719620477182677,-0.09398238096642064,3.879641735759431,0.007434486448876463,0.170224546154031,0.4032870570361024,12,0.1718645205503792,0.19042020665410425,0.1687054690071921,0.13824570151851387,5.0636220702879635,1.0198624487721248,0.13819797235172868,0.1842144457217338,0.012853721804078237,0.3719927169046458,0.29917149977146923,0.8149137314121175,0.16281481835314912,0.017226373679994612,0.31101564928169106,3.795435844640047,0.05069890773504295,0.1967965448359494,0.0,0.4020973672855217,1.3597773668001492
0.009307702188650888,0.01976408281841814,2.5726175325591347,0.0,0.17126207715207284,0.019410981271500143,0.019307988237690355,0.01315994244755092,0.9951667605117948,-54.97091932299338,0.015968001694292747,3.836104463950048,0.12473121186209628,49,0.0,0.2278258442011748,0.06497430765988263,0.0,3.695658836884484,0.9875611938515692,0.2274665438674236,0.0012182210126434846,3.814470248320688,0.027777728733218158,3.6339495614071327,0.013141829063707285,0.16729425986714228,0.2662260053631321,49,0.3399417928921386,0.16635928642707873,0.16699059579195658,0.16878121889021175,5.565239612424223,1.0169163033613935,0.07838388248778645,0.1681022068912721,0.004370497579906667,0.3992920742794843,0.3371557409186383,0.0,0.3323931563138362,0.016457999235875032,0.3366428851065978,3.7442879602864862,0.07689138586473715,0.33970867913392905,0.0,0.26440765819866635,0.0
