iter	Logloss	Accuracy
4929	0.02087124963	1
4930	0.02085986241	1
4931	0.02084158703	1
4932	0.02083068434	1
4933	0.02081925948	1
4934	0.02080161922	1
4935	0.02078811072	1
4936	0.02077280373	1
4937	0.02075863419	1
4938	0.02074829809	1
4939	0.02073694238	1
4940	0.02072907	1
4941	0.02072401569	1
4942	0.0207129284	1
4943	0.0207072635	1
4944	0.0206958122	1
4945	0.02068509046	1
4946	0.02067778773	1
4947	0.02066294997	1
4948	0.02065118147	1
4949	0.0206377596	1
4950	0.02063011243	1
4951	0.02061679955	1
4952	0.0206036909	1
4953	0.020592596	1
4954	0.02058392263	1
4955	0.02057350004	1
4956	0.02056570968	1
4957	0.02056114229	1
4958	0.02055546421	1
4959	0.02054833991	1
4960	0.02053828064	1
4961	0.0205260975	1
4962	0.02051135336	1
4963	0.02050153645	1
4964	0.02048297259	1
4965	0.0204765762	1
4966	0.02046755426	1
4967	0.02045360385	1
4968	0.02044229616	1
4969	0.02043240183	1
4970	0.02042943837	1
4971	0.02042450771	1
4972	0.02041838546	1
4973	0.02041110113	1
4974	0.02040103691	1
4975	0.02039395957	1
4976	0.02038218272	1
4977	0.02037555679	1
4978	0.0203708923	1
4979	0.02036209559	1
4980	0.02035067943	1
4981	0.0203409554	1
4982	0.02032230125	1
4983	0.02031553242	1
4984	0.02031138691	1
4985	0.02029805844	1
4986	0.02029058946	1
4987	0.02027948142	1
4988	0.0202623986	1
4989	0.0202523969	1
4990	0.02024670503	1
4991	0.02023833086	1
4992	0.02023051615	1
4993	0.0202192961	1
4994	0.0202115271	1
4995	0.02020393178	1
4996	0.02019445099	1
4997	0.02018281717	1
4998	0.02017825196	1
4999	0.0201766665	1
5000	0.0201672564	1
5001	0.02015914676	1
5002	0.02015239887	1
5003	0.02015236541	1
5004	0.02014329539	1
5005	0.02012991966	1
5006	0.02011646186	1
5007	0.02011152992	1
5008	0.02011151468	1
5009	0.02010026193	1
5010	0.02009045162	1
5011	0.02008232789	1
5012	0.02007454389	1
5013	0.02005833942	1
5014	0.02004693629	1
5015	0.02004218721	1
5016	0.02003270908	1
5017	0.02002372989	1
5018	0.02001544057	1
5019	0.02000416292	1
5020	0.01999702141	1
5021	0.01998613158	1
5022	0.01997418207	1
5023	0.01996786495	1
5024	0.01996038361	1
5025	0.0199472141	1
5026	0.0199353191	1
5027	0.01992236928	1
5028	0.0199174865	1
5029	0.01991058996	1
5030	0.01989646082	1
5031	0.01989144084	1
5032	0.01988446038	1
5033	0.01987564589	1
5034	0.01986226082	1
5035	0.01985028821	1
5036	0.01984291851	1
5037	0.01983033735	1
5038	0.01982271625	1
5039	0.01981552518	1
5040	0.01980246624	1
5041	0.01979113155	1
5042	0.01977549203	1
5043	0.01976299964	1
5044	0.01975434194	1
5045	0.01974464638	1
5046	0.01974022887	1
5047	0.01972663537	1
5048	0.01971654127	1
5049	0.01970770143	1
5050	0.01969923234	1
5051	0.01969146738	1
5052	0.01968022433	1
5053	0.01967207285	1
5054	0.0196574182	1
5055	0.01964664276	1
5056	0.01963186201	1
5057	0.0196236175	1
5058	0.01961256315	1
5059	0.01960242396	1
5060	0.01959733433	1
5061	0.01959323497	1
5062	0.01958776001	1
5063	0.01957910147	1
5064	0.01956614746	1
5065	0.01955364311	1
5066	0.01954739962	1
5067	0.01953549632	1
5068	0.01952523725	1
5069	0.01951662866	1
5070	0.01950512013	1
5071	0.01949587589	1
5072	0.01948615932	1
5073	0.01947740319	1
5074	0.01946955826	1
5075	0.019461481	1
5076	0.01944893709	1
5077	0.01944120012	1
5078	0.01943214291	1
5079	0.0194298719	1
5080	0.01942262127	1
5081	0.01941404365	1
5082	0.01940725911	1
5083	0.01940193578	1
5084	0.01938909643	1
5085	0.01937561631	1
5086	0.01936494142	1
5087	0.01935967645	1
5088	0.01935182745	1
5089	0.01934955199	1
5090	0.01934229498	1
5091	0.01932760556	1
5092	0.01931831064	1
5093	0.01931096414	1
5094	0.01930147698	1
5095	0.0192933428	1
5096	0.01928485509	1
5097	0.01927376807	1
5098	0.0192632128	1
5099	0.01925645881	1
5100	0.019247015	1
5101	0.01923776761	1
5102	0.01922560349	1
5103	0.01921464121	1
5104	0.01920694505	1
5105	0.01919462565	1
5106	0.01918480031	1
5107	0.01918099814	1
5108	0.01917091361	1
5109	0.01915939256	1
5110	0.01914744973	1
5111	0.019135462	1
5112	0.01912576564	1
5113	0.01912104049	1
5114	0.01910793023	1
5115	0.0191026583	1
5116	0.01908700175	1
5117	0.01907664388	1
5118	0.01907098116	1
5119	0.01905501341	1
5120	0.01904586669	1
5121	0.01904059888	1
5122	0.01902970568	1
5123	0.01902109359	1
5124	0.01901280477	1
5125	0.0190052386	1
5126	0.01899701986	1
5127	0.01899169697	1
5128	0.01898302669	1
5129	0.01897326191	1
5130	0.01896253166	1
5131	0.01895242819	1
5132	0.01894615978	1
5133	0.01893957575	1
5134	0.01893323221	1
5135	0.01892527562	1
5136	0.01891869215	1
5137	0.01890854189	1
5138	0.01890175539	1
5139	0.01889025091	1
5140	0.01888338263	1
5141	0.01887690376	1
5142	0.01887060754	1
5143	0.01887060082	1
5144	0.01886908767	1
5145	0.01886349552	1
5146	0.01885577552	1
5147	0.01884032699	1
5148	0.01883028304	1
5149	0.01881533012	1
5150	0.0188084944	1
5151	0.01880323443	1
5152	0.01879174922	1
5153	0.01878626941	1
5154	0.01877748754	1
5155	0.01876778135	1
5156	0.01875929227	1
5157	0.01875388857	1
5158	0.01874434427	1
5159	0.01873801734	1
5160	0.01873052009	1
5161	0.0187152489	1
5162	0.01870265568	1
5163	0.0186919591	1
5164	0.01867962807	1
5165	0.01867597878	1
5166	0.0186663149	1
5167	0.01865550998	1
5168	0.0186477026	1
5169	0.01863741373	1
5170	0.01862429342	1
5171	0.01861859379	1
5172	0.0186095156	1
5173	0.01859613359	1
5174	0.01858571522	1
5175	0.01857347938	1
5176	0.01856244753	1
5177	0.01856020554	1
5178	0.01855011563	1
5179	0.01853745074	1
5180	0.01853072127	1
5181	0.01852047163	1
5182	0.01851043956	1
5183	0.01850209646	1
5184	0.01848907029	1
5185	0.01848468274	1
5186	0.01847703197	1
5187	0.01847199421	1
5188	0.01846447066	1
5189	0.01845565539	1
5190	0.01844597196	1
5191	0.01843938449	1
5192	0.01843342345	1
5193	0.01842301557	1
5194	0.01841987383	1
5195	0.01841223	1
5196	0.01840154471	1
5197	0.01838962804	1
5198	0.01838585307	1
5199	0.018380717	1
5200	0.01837193648	1
5201	0.01836261909	1
5202	0.01834886806	1
5203	0.01833759404	1
5204	0.01833048134	1
5205	0.01832807212	1
5206	0.0183181501	1
5207	0.01831310279	1
5208	0.01830210108	1
5209	0.01828836127	1
5210	0.01828053924	1
5211	0.01826898004	1
5212	0.01826249438	1
5213	0.01825054882	1
5214	0.01824393145	1
5215	0.0182269972	1
5216	0.01821939864	1
5217	0.01820974462	1
5218	0.01820203318	1
5219	0.01819078203	1
5220	0.0181823518	1
5221	0.01817541129	1
5222	0.01816985195	1
5223	0.01816535044	1
5224	0.01815645957	1
5225	0.01814511467	1
5226	0.01813829993	1
5227	0.01813405834	1
5228	0.0181257087	1
5229	0.01811669214	1
5230	0.01811124147	1
5231	0.01811123667	1
5232	0.01810439196	1
5233	0.01809098767	1
5234	0.01808160038	1
5235	0.01807618302	1
5236	0.01806358595	1
5237	0.01805207175	1
5238	0.0180368028	1
5239	0.0180327839	1
5240	0.01802689508	1
5241	0.01802093031	1
5242	0.01800951117	1
5243	0.01799980246	1
5244	0.01799543657	1
5245	0.01798355336	1
5246	0.0179791832	1
5247	0.01796798944	1
5248	0.01796207967	1
5249	0.01795638609	1
5250	0.01794736436	1
5251	0.01793956185	1
5252	0.01793135843	1
5253	0.01792374052	1
5254	0.01792126954	1
5255	0.01791522144	1
5256	0.01790833062	1
5257	0.01790116885	1
5258	0.01789269942	1
5259	0.01788634122	1
5260	0.01787804591	1
5261	0.01787286199	1
5262	0.01786337956	1
5263	0.01785685517	1
5264	0.01784774941	1
5265	0.01784185972	1
5266	0.01784026259	1
5267	0.01783116917	1
5268	0.01782438876	1
5269	0.0178231479	1
5270	0.01781431392	1
5271	0.01781429925	1
5272	0.01780726118	1
5273	0.01779512164	1
5274	0.01778882599	1
5275	0.01777968404	1
5276	0.01777252346	1
5277	0.01776213982	1
5278	0.01775536551	1
5279	0.01774674777	1
5280	0.01773542078	1
5281	0.01773392609	1
5282	0.01772593713	1
5283	0.01771353967	1
5284	0.01770005011	1
5285	0.01769534002	1
5286	0.01768448371	1
5287	0.01768448	1
5288	0.0176780392	1
5289	0.01766859618	1
5290	0.01766108213	1
5291	0.017658618	1
5292	0.0176507715	1
5293	0.01763873196	1
5294	0.01763299371	1
5295	0.0176266527	1
5296	0.01761202198	1
5297	0.01760717146	1
5298	0.01760016073	1
5299	0.01759795261	1
5300	0.017590494	1
5301	0.0175848964	1
5302	0.01757461438	1
5303	0.01756846025	1
5304	0.01756070807	1
5305	0.01755556932	1
5306	0.01754859247	1
5307	0.01753913668	1
5308	0.01752384488	1
5309	0.01750996474	1
5310	0.01750536994	1
5311	0.01749969208	1
5312	0.01749281844	1
5313	0.01748523585	1
5314	0.01748295111	1
5315	0.01747732447	1
5316	0.01746690328	1
5317	0.01745845951	1
5318	0.01745487251	1
5319	0.01744791846	1
5320	0.01743948927	1
5321	0.01743948064	1
5322	0.01743503411	1
5323	0.01743360392	1
5324	0.01742313872	1
5325	0.01741983792	1
5326	0.01741098334	1
5327	0.01740339545	1
5328	0.01739718395	1
5329	0.01738774683	1
5330	0.01737738414	1
5331	0.0173664161	1
5332	0.01735661241	1
5333	0.01734970008	1
5334	0.01734739686	1
5335	0.01734105358	1
5336	0.01733023698	1
5337	0.01732581514	1
5338	0.01732033889	1
5339	0.01731104827	1
5340	0.01730646154	1
5341	0.01729726672	1
5342	0.01729254358	1
5343	0.01728577111	1
5344	0.01727984108	1
5345	0.01727312033	1
5346	0.01726244155	1
5347	0.01725396726	1
5348	0.01724588561	1
5349	0.01724136298	1
5350	0.01723599452	1
5351	0.01723111084	1
5352	0.01721934452	1
5353	0.01720794023	1
5354	0.01719933866	1
5355	0.01718740642	1
5356	0.01718491677	1
5357	0.01717662779	1
5358	0.01717028445	1
5359	0.01715762916	1
5360	0.01715246392	1
5361	0.01714070259	1
5362	0.01713235793	1
5363	0.017120525	1
5364	0.01711356222	1
5365	0.01710542421	1
5366	0.01709978261	1
5367	0.01708981981	1
5368	0.01708068965	1
5369	0.01707165313	1
5370	0.01706118349	1
5371	0.01705749373	1
5372	0.01704546778	1
5373	0.01703497443	1
5374	0.01703366112	1
5375	0.01702520908	1
5376	0.01701750855	1
5377	0.01700747781	1
5378	0.01699979221	1
5379	0.01698712362	1
5380	0.0169847294	1
5381	0.01698038103	1
5382	0.01696995643	1
5383	0.01696489455	1
5384	0.01695703317	1
5385	0.01694782568	1
5386	0.01694198535	1
5387	0.01693216968	1
5388	0.01692347083	1
5389	0.01691285439	1
5390	0.01691037695	1
5391	0.01690476372	1
5392	0.01689460088	1
5393	0.01688607317	1
5394	0.01688074195	1
5395	0.01687583979	1
5396	0.01686915118	1
5397	0.01686480671	1
5398	0.01685832031	1
5399	0.0168485178	1
5400	0.01684318863	1
5401	0.01683715325	1
5402	0.01683586516	1
5403	0.01682808384	1
5404	0.01682381923	1
5405	0.01681742043	1
5406	0.01680914709	1
5407	0.01680479237	1
5408	0.01679235752	1
5409	0.01678345279	1
5410	0.01677762729	1
5411	0.0167657647	1
5412	0.01675948767	1
5413	0.01675120144	1
5414	0.01674877718	1
5415	0.01673390638	1
5416	0.01672687412	1
5417	0.01671799946	1
5418	0.01670618767	1
5419	0.0167005092	1
5420	0.01669399754	1
5421	0.01668703256	1
5422	0.01667969239	1
5423	0.0166742153	1
5424	0.0166698147	1
5425	0.01666118154	1
5426	0.0166509674	1
5427	0.01664295188	1
5428	0.01663585696	1
5429	0.01662113035	1
5430	0.01660823572	1
5431	0.01659728321	1
5432	0.01659370761	1
5433	0.01658405376	1
5434	0.01657695623	1
5435	0.01657695386	1
5436	0.01657170209	1
5437	0.01656244223	1
5438	0.016557132	1
5439	0.01655021449	1
5440	0.01654233543	1
5441	0.01653621656	1
5442	0.01652469792	1
5443	0.01651455358	1
5444	0.01650767203	1
5445	0.016503051	1
5446	0.01649505381	1
5447	0.01648634966	1
5448	0.01648008809	1
5449	0.01647525769	1
5450	0.0164712922	1
5451	0.01646352185	1
5452	0.01644832152	1
5453	0.01644832121	1
5454	0.0164372501	1
5455	0.01643008015	1
5456	0.01642011253	1
5457	0.01641037058	1
5458	0.01640181984	1
5459	0.01639532272	1
5460	0.01638768268	1
5461	0.01638144488	1
5462	0.0163814436	1
5463	0.0163770746	1
5464	0.01636871579	1
5465	0.01636587581	1
5466	0.01635609656	1
5467	0.01635456283	1
5468	0.01634956516	1
5469	0.0163495203	1
5470	0.01634107871	1
5471	0.0163255626	1
5472	0.016319393	1
5473	0.01631248392	1
5474	0.01630373453	1
5475	0.01630057058	1
5476	0.01629393773	1
5477	0.0162880082	1
5478	0.01628182163	1
5479	0.0162752887	1
5480	0.01626973204	1
5481	0.01626314882	1
5482	0.01625454709	1
5483	0.01624874226	1
5484	0.01624123452	1
5485	0.01623311407	1
5486	0.01622521978	1
5487	0.01621798721	1
5488	0.01621583229	1
5489	0.01620906385	1
5490	0.01620140837	1
5491	0.01619853933	1
5492	0.01619705641	1
5493	0.01619448326	1
5494	0.01619063636	1
5495	0.01618328961	1
5496	0.01617614899	1
5497	0.01616586165	1
5498	0.0161575488	1
5499	0.01615306268	1
5500	0.01614731251	1
5501	0.01614210241	1
5502	0.01613693336	1
5503	0.0161327199	1
5504	0.01612627485	1
5505	0.01612626119	1
5506	0.01611632561	1
5507	0.01611012358	1
5508	0.01610577498	1
5509	0.01610148905	1
5510	0.01609646855	1
5511	0.01608806333	1
5512	0.01607870004	1
5513	0.01607079585	1
5514	0.01605939303	1
5515	0.01605059652	1
5516	0.01604027125	1
5517	0.01603316478	1
5518	0.01602686128	1
5519	0.01602685789	1
5520	0.01602130544	1
5521	0.0160144721	1
5522	0.0160085309	1
5523	0.01600160618	1
5524	0.01599268423	1
5525	0.01598433617	1
5526	0.01597889035	1
5527	0.01596853967	1
5528	0.01595778209	1
5529	0.01594649605	1
5530	0.01594028277	1
5531	0.01593495633	1
5532	0.01592589914	1
5533	0.01591718726	1
5534	0.01590856171	1
5535	0.01590129802	1
5536	0.01589616091	1
5537	0.01589168554	1
5538	0.01588763391	1
5539	0.0158876127	1
5540	0.01588060921	1
5541	0.0158749218	1
5542	0.01586295876	1
5543	0.01585628218	1
5544	0.01584830508	1
5545	0.01584123154	1
5546	0.01583621274	1
5547	0.01582897578	1
5548	0.01582231485	1
5549	0.01581253836	1
5550	0.0158072063	1
5551	0.01580280693	1
5552	0.01579676844	1
5553	0.01579100432	1
5554	0.01578234901	1
5555	0.01577470187	1
5556	0.01576509791	1
5557	0.01575498182	1
5558	0.01574620148	1
5559	0.01574258794	1
5560	0.0157425872	1
5561	0.01573116122	1
5562	0.01572634503	1
5563	0.01572319506	1
5564	0.01572206257	1
5565	0.01571759536	1
5566	0.01570901489	1
5567	0.01569882871	1
5568	0.01569185401	1
5569	0.01568272889	1
5570	0.01567702922	1
5571	0.01566814377	1
5572	0.01566280099	1
5573	0.0156586173	1
5574	0.01564904312	1
5575	0.01564265368	1
5576	0.01563511736	1
5577	0.01563389581	1
5578	0.01562904784	1
5579	0.01562443577	1
5580	0.0156137707	1
5581	0.01561376827	1
5582	0.01560806578	1
5583	0.01560678141	1
5584	0.01560160616	1
5585	0.01560040154	1
5586	0.01559578524	1
5587	0.01558930085	1
5588	0.01557998055	1
5589	0.01557025688	1
5590	0.01556216487	1
5591	0.01555498733	1
5592	0.0155472133	1
5593	0.01554170664	1
5594	0.01553757899	1
5595	0.01552688836	1
5596	0.01551822172	1
5597	0.01551140312	1
5598	0.01550418878	1
5599	0.01549622365	1
5600	0.01548928846	1
5601	0.01548215277	1
5602	0.01547432108	1
5603	0.01546836627	1
5604	0.01546065097	1
5605	0.01544881582	1
5606	0.01543962564	1
5607	0.01543389398	1
5608	0.01542876125	1
5609	0.01542292728	1
5610	0.01541246907	1
5611	0.01541084466	1
5612	0.01540248811	1
5613	0.01539479987	1
5614	0.01539197466	1
5615	0.01538506418	1
5616	0.01537910972	1
5617	0.01537008786	1
5618	0.01535894077	1
5619	0.01535519354	1
5620	0.01534847362	1
5621	0.01534362355	1
5622	0.01533683815	1
5623	0.01532746642	1
5624	0.01532222155	1
5625	0.01531910112	1
5626	0.01531504793	1
5627	0.01530540724	1
5628	0.01529944132	1
5629	0.01529037991	1
5630	0.01528492313	1
5631	0.01527681784	1
5632	0.01526866927	1
5633	0.015261936	1
5634	0.01525374688	1
5635	0.01524874396	1
5636	0.0152450848	1
5637	0.01523720445	1
5638	0.01522851849	1
5639	0.01521821181	1
5640	0.01521180583	1
5641	0.01521179161	1
5642	0.01520217746	1
5643	0.0151932305	1
5644	0.01518655873	1
5645	0.01517891208	1
5646	0.01516954815	1
5647	0.01516381702	1
5648	0.01515424455	1
5649	0.0151492566	1
5650	0.01514379563	1
5651	0.01513578105	1
5652	0.01512930959	1
5653	0.01512066794	1
5654	0.01511310901	1
5655	0.01510938454	1
5656	0.01510048411	1
5657	0.01510046313	1
5658	0.01509860233	1
5659	0.0150909053	1
5660	0.01508718497	1
5661	0.01508270903	1
5662	0.01507826967	1
5663	0.01507641972	1
5664	0.01506943014	1
5665	0.01506089865	1
5666	0.01505551865	1
5667	0.01505204566	1
5668	0.01504242133	1
5669	0.01503322418	1
5670	0.01503321883	1
5671	0.01502829096	1
5672	0.01501943017	1
5673	0.01501017992	1
5674	0.01500387461	1
5675	0.01499737118	1
5676	0.01499083495	1
5677	0.01498615258	1
5678	0.0149861321	1
5679	0.01497733789	1
5680	0.01497027373	1
5681	0.01496791065	1
5682	0.01496692035	1
5683	0.01495734675	1
5684	0.0149507988	1
5685	0.01494772532	1
5686	0.01493787439	1
5687	0.01493386615	1
5688	0.01492564707	1
5689	0.01492018078	1
5690	0.01491938989	1
5691	0.01491311696	1
5692	0.01490525467	1
5693	0.01489934675	1
5694	0.0148913148	1
5695	0.01488339442	1
5696	0.01487463321	1
5697	0.01487124357	1
5698	0.01487020572	1
5699	0.01486439593	1
5700	0.01486146727	1
5701	0.01485339854	1
5702	0.01484708203	1
5703	0.01484706143	1
5704	0.01483678975	1
5705	0.01483677867	1
5706	0.01483317662	1
5707	0.0148279003	1
5708	0.01482208795	1
5709	0.01481732972	1
5710	0.01480617296	1
5711	0.0148008413	1
5712	0.01479404417	1
5713	0.01478823962	1
5714	0.01478744079	1
5715	0.01477933588	1
5716	0.01477149427	1
5717	0.01476645269	1
5718	0.01475533111	1
5719	0.01474920185	1
5720	0.01474429921	1
5721	0.01474177091	1
5722	0.01473584053	1
5723	0.01472995868	1
5724	0.01472485727	1
5725	0.01471888491	1
5726	0.01471275128	1
5727	0.01470351686	1
5728	0.01469718658	1
5729	0.01469713772	1
5730	0.0146960631	1
5731	0.0146960625	1
5732	0.01469301571	1
5733	0.01468492571	1
5734	0.014683172	1
5735	0.01467386536	1
5736	0.0146718971	1
5737	0.01466704545	1
5738	0.01465573667	1
5739	0.01464910135	1
5740	0.01464909955	1
5741	0.01464077599	1
5742	0.0146390006	1
5743	0.01463535778	1
5744	0.01462976901	1
5745	0.01462405383	1
5746	0.01462242915	1
5747	0.01461491359	1
5748	0.01460904402	1
5749	0.01460641621	1
5750	0.01460226879	1
5751	0.01459713644	1
5752	0.01459713467	1
5753	0.01459324876	1
5754	0.01458132465	1
5755	0.01457698218	1
5756	0.0145769793	1
5757	0.01456632244	1
5758	0.01456632088	1
5759	0.01456490929	1
5760	0.01455680278	1
5761	0.01455035015	1
5762	0.01454260854	1
5763	0.01453871667	1
5764	0.01453871553	1
5765	0.01453379262	1
5766	0.01452626438	1
5767	0.01452154693	1
5768	0.01451264732	1
5769	0.01450546317	1
5770	0.01449848148	1
5771	0.01449309109	1
5772	0.01448785741	1
5773	0.01448785451	1
5774	0.01448331451	1
5775	0.0144787493	1
5776	0.01447425169	1
5777	0.01446716824	1
5778	0.01446320909	1
5779	0.01445987217	1
5780	0.0144520071	1
5781	0.01444713408	1
5782	0.01443992171	1
5783	0.01443325781	1
5784	0.01442739082	1
5785	0.01441952293	1
5786	0.01440860881	1
5787	0.01440191767	1
5788	0.01440191433	1
5789	0.01439674988	1
5790	0.01439001718	1
5791	0.01438546865	1
5792	0.01438404424	1
5793	0.01437793899	1
5794	0.01436907765	1
5795	0.01436052629	1
5796	0.01435332708	1
5797	0.0143533215	1
5798	0.01435331866	1
5799	0.0143480477	1
5800	0.01434184411	1
5801	0.01433636001	1
5802	0.0143295653	1
5803	0.0143227629	1
5804	0.01431223431	1
5805	0.01430785436	1
5806	0.01429935733	1
5807	0.0142993515	1
5808	0.01429365563	1
5809	0.01429365335	1
5810	0.01428612221	1
5811	0.01428201487	1
5812	0.01427296297	1
5813	0.01426373666	1
5814	0.01425234019	1
5815	0.01424814908	1
5816	0.01424617549	1
5817	0.01424226793	1
5818	0.01423357156	1
5819	0.0142253419	1
5820	0.0142220425	1
5821	0.01421650017	1
5822	0.01421395917	1
5823	0.01420797167	1
5824	0.01419979237	1
5825	0.01419108485	1
5826	0.01418195224	1
5827	0.01417752498	1
5828	0.01417670874	1
5829	0.01417416512	1
5830	0.01416908646	1
5831	0.0141616164	1
5832	0.01415350777	1
5833	0.01415350738	1
5834	0.01414332861	1
5835	0.01413667245	1
5836	0.01412969213	1
5837	0.01412175579	1
5838	0.01411421957	1
5839	0.014108368	1
5840	0.01410836604	1
5841	0.01410302054	1
5842	0.01409714801	1
5843	0.01408626964	1
5844	0.01408228895	1
5845	0.01407673201	1
5846	0.01407064476	1
5847	0.0140650209	1
5848	0.014059418	1
5849	0.01405941342	1
5850	0.01405138859	1
5851	0.01404834474	1
5852	0.01404312621	1
5853	0.01403472957	1
5854	0.01402618118	1
5855	0.01402616903	1
5856	0.01402463602	1
5857	0.01401857935	1
5858	0.01401314815	1
5859	0.01400655617	1
5860	0.01400241067	1
5861	0.01399980898	1
5862	0.01399298318	1
5863	0.01398899831	1
5864	0.01398385819	1
5865	0.0139768666	1
5866	0.0139719495	1
5867	0.01396530863	1
5868	0.0139628423	1
5869	0.01396284094	1
5870	0.01395903106	1
5871	0.01395427197	1
5872	0.01394818663	1
5873	0.01394190857	1
5874	0.01393553975	1
5875	0.01393381932	1
5876	0.01392941716	1
5877	0.0139282153	1
5878	0.01392111737	1
5879	0.01391270144	1
5880	0.01390291163	1
5881	0.01389706725	1
5882	0.0138932611	1
5883	0.01388964235	1
5884	0.01388635887	1
5885	0.01388139434	1
5886	0.01387351654	1
5887	0.0138666137	1
5888	0.01385961487	1
5889	0.01385409448	1
5890	0.01384645402	1
5891	0.01384214186	1
5892	0.01383817293	1
5893	0.01383464708	1
5894	0.01382567916	1
5895	0.01381695447	1
5896	0.01381447568	1
5897	0.01380758398	1
5898	0.01380345072	1
5899	0.01379791728	1
5900	0.01378971762	1
5901	0.0137858352	1
5902	0.0137844254	1
5903	0.01378019039	1
5904	0.01377311544	1
5905	0.01376910476	1
5906	0.01376147777	1
5907	0.01375328792	1
5908	0.01375013486	1
5909	0.01374649881	1
5910	0.01374068874	1
5911	0.01373972705	1
5912	0.01373232724	1
5913	0.01372510023	1
5914	0.01371710702	1
5915	0.01371250707	1
5916	0.01370684087	1
5917	0.01370233097	1
5918	0.01369948954	1
5919	0.01369199012	1
5920	0.01368841262	1
5921	0.01368535802	1
5922	0.01368149638	1
5923	0.01367220368	1
5924	0.01367029597	1
5925	0.01366945444	1
5926	0.01366622044	1
5927	0.01365607865	1
5928	0.01365303549	1
5929	0.01364878635	1
5930	0.01364359556	1
5931	0.01363500541	1
5932	0.01362782512	1
5933	0.0136197556	1
5934	0.01361231894	1
5935	0.01360955254	1
5936	0.013603773	1
5937	0.01360090497	1
5938	0.01359476763	1
5939	0.01358728035	1
5940	0.01357888525	1
5941	0.01357263641	1
5942	0.01357008324	1
5943	0.01356407588	1
5944	0.01355651881	1
5945	0.01354880556	1
5946	0.01354613562	1
5947	0.01354611689	1
5948	0.01354062194	1
5949	0.01353559174	1
5950	0.01353412358	1
5951	0.01352867782	1
5952	0.01352633391	1
5953	0.01352492907	1
5954	0.01351783845	1
5955	0.01350659897	1
5956	0.01350248268	1
5957	0.01349251297	1
5958	0.0134866887	1
5959	0.0134821864	1
5960	0.01347930131	1
5961	0.01347065059	1
5962	0.01346275592	1
5963	0.01345527035	1
5964	0.0134501616	1
5965	0.01344455795	1
5966	0.01343938426	1
5967	0.01343234549	1
5968	0.01343145717	1
5969	0.01342559574	1
5970	0.01342164114	1
5971	0.01341784793	1
5972	0.01341641502	1
5973	0.01340694326	1
5974	0.01340355351	1
5975	0.01339800155	1
5976	0.01339194203	1
5977	0.01339111643	1
5978	0.01338625975	1
5979	0.01338625455	1
5980	0.01338237877	1
5981	0.0133768684	1
5982	0.01337606409	1
5983	0.01337108124	1
5984	0.01336385948	1
5985	0.01335956458	1
5986	0.01335447693	1
5987	0.01335359216	1
5988	0.01334819779	1
5989	0.01334241147	1
5990	0.01333752327	1
5991	0.01333227501	1
5992	0.01332786994	1
5993	0.01332286774	1
5994	0.0133144191	1
5995	0.01330970583	1
5996	0.0133049628	1
5997	0.01329890211	1
5998	0.01329292274	1
5999	0.01328835305	1
6000	0.01328835041	1
6001	0.01328132185	1
6002	0.01327372478	1
6003	0.01326667494	1
6004	0.01326307952	1
6005	0.01325690223	1
6006	0.01325274433	1
6007	0.01325274416	1
6008	0.0132466544	1
6009	0.01323748858	1
6010	0.01323199911	1
6011	0.0132289298	1
6012	0.01322263355	1
6013	0.01321380103	1
6014	0.01320769494	1
6015	0.01320733046	1
6016	0.01320045945	1
6017	0.01320045912	1
6018	0.01319505133	1
6019	0.0131888995	1
6020	0.01318214434	1
6021	0.01317541185	1
6022	0.01316922662	1
6023	0.01316529918	1
6024	0.01316124868	1
6025	0.01315536537	1
6026	0.01314840661	1
6027	0.01314718918	1
6028	0.01314142079	1
6029	0.0131370499	1
6030	0.01313114187	1
6031	0.01312341128	1
6032	0.01311818496	1
6033	0.01311539181	1
6034	0.01311125676	1
6035	0.01310445277	1
6036	0.01309496638	1
6037	0.01308800721	1
6038	0.01308685663	1
6039	0.01308049311	1
6040	0.01307320278	1
6041	0.01306668195	1
6042	0.01306667956	1
6043	0.01306224477	1
6044	0.01306223899	1
6045	0.01305646004	1
6046	0.01305560775	1
6047	0.01305148235	1
6048	0.01304983799	1
6049	0.01304418883	1
6050	0.01303993454	1
6051	0.01303366441	1
6052	0.01302274199	1
6053	0.013013381	1
6054	0.01301055039	1
6055	0.01300317274	1
6056	0.01299810892	1
6057	0.01299407335	1
6058	0.01298888719	1
6059	0.01298888431	1
6060	0.01298810366	1
6061	0.01298225098	1
6062	0.01297636014	1
6063	0.01297635726	1
6064	0.01296918429	1
6065	0.01296600808	1
6066	0.01296242872	1
6067	0.01295727265	1
6068	0.0129535515	1
6069	0.01294813623	1
6070	0.01294476659	1
6071	0.01293990951	1
6072	0.01293436128	1
6073	0.01292921328	1
6074	0.01292560016	1
6075	0.01292559938	1
6076	0.01291981236	1
6077	0.01291525081	1
6078	0.01291238147	1
6079	0.01290586084	1
6080	0.01290238225	1
6081	0.01289965609	1
6082	0.01289258556	1
6083	0.01288771987	1
6084	0.01288143864	1
6085	0.01287860375	1
6086	0.01287412738	1
6087	0.01286834861	1
6088	0.01286688124	1
6089	0.01286687761	1
6090	0.01286159219	1
6091	0.012856349	1
6092	0.01285019372	1
6093	0.01284621169	1
6094	0.01284194567	1
6095	0.01283472425	1
