iter	Logloss	Accuracy
2282	0.1057841855	1
2283	0.1056976906	1
2284	0.1056560733	1
2285	0.1055738489	1
2286	0.1054838772	1
2287	0.1053668456	1
2288	0.1052607078	1
2289	0.1051426474	1
2290	0.1050568244	1
2291	0.1049583357	1
2292	0.1048925048	1
2293	0.1048271804	1
2294	0.1047639667	1
2295	0.1046879438	1
2296	0.1046275423	1
2297	0.1045721862	1
2298	0.1044892537	1
2299	0.1044285224	1
2300	0.1043476553	1
2301	0.1042570564	1
2302	0.1041572217	1
2303	0.1040740756	1
2304	0.1039600453	1
2305	0.1038873196	1
2306	0.1038057816	1
2307	0.1037850936	1
2308	0.1037173073	1
2309	0.1036444783	1
2310	0.1035137862	1
2311	0.1034049281	1
2312	0.1033438908	1
2313	0.10324282	1
2314	0.1031475389	1
2315	0.1030703548	1
2316	0.1029924675	1
2317	0.1029638063	1
2318	0.1028990627	1
2319	0.1028288066	1
2320	0.1027597161	1
2321	0.1027046749	1
2322	0.1026230082	1
2323	0.1025179636	1
2324	0.1024465602	1
2325	0.1023572582	1
2326	0.1022705572	1
2327	0.1022151669	1
2328	0.1021488575	1
2329	0.1020520156	1
2330	0.1019803778	1
2331	0.1018837584	1
2332	0.1017907205	1
2333	0.1017226666	1
2334	0.1016219081	1
2335	0.1015204757	1
2336	0.1014386502	1
2337	0.1013608188	1
2338	0.1012804243	1
2339	0.1012569952	1
2340	0.1011601654	1
2341	0.1011030919	1
2342	0.1009993113	1
2343	0.1009849075	1
2344	0.1009428048	1
2345	0.100864691	1
2346	0.100791257	1
2347	0.1007090292	1
2348	0.1006440646	1
2349	0.1005691975	1
2350	0.100468784	1
2351	0.1003616306	1
2352	0.1002927057	1
2353	0.1002177994	1
2354	0.1001632288	1
2355	0.1000751828	1
2356	0.09998482466	1
2357	0.09987198485	1
2358	0.09975929122	1
2359	0.09966888346	1
2360	0.09960777081	1
2361	0.0995588403	1
2362	0.09949907849	1
2363	0.09941159722	1
2364	0.09935562905	1
2365	0.09927618744	1
2366	0.09919486476	1
2367	0.09914076795	1
2368	0.09905860914	1
2369	0.0989650925	1
2370	0.09890249676	1
2371	0.09881083101	1
2372	0.0987106392	1
2373	0.09863030939	1
2374	0.0985481693	1
2375	0.09847514042	1
2376	0.09844863036	1
2377	0.09838524333	1
2378	0.09830712095	1
2379	0.09818950695	1
2380	0.09811101671	1
2381	0.0980191486	1
2382	0.09793601592	1
2383	0.09785599958	1
2384	0.09779884644	1
2385	0.09771877811	1
2386	0.09766111098	1
2387	0.09758113773	1
2388	0.09751097983	1
2389	0.09748108159	1
2390	0.0974239094	1
2391	0.09739720223	1
2392	0.09730157906	1
2393	0.0972326034	1
2394	0.09714073567	1
2395	0.09708123122	1
2396	0.0970135592	1
2397	0.09693892101	1
2398	0.09684378324	1
2399	0.0967373208	1
2400	0.09666005151	1
2401	0.09657555738	1
2402	0.09650817628	1
2403	0.096452744	1
2404	0.09636775914	1
2405	0.09628947217	1
2406	0.09622205333	1
2407	0.09615409498	1
2408	0.09606520478	1
2409	0.09602456864	1
2410	0.09596062018	1
2411	0.09586762718	1
2412	0.09581452894	1
2413	0.09571534759	1
2414	0.09562051935	1
2415	0.09554067119	1
2416	0.09543056159	1
2417	0.09536453424	1
2418	0.0952678814	1
2419	0.095179355	1
2420	0.09509770095	1
2421	0.09500743028	1
2422	0.09493619228	1
2423	0.09485983937	1
2424	0.09478318877	1
2425	0.09469096309	1
2426	0.09462883544	1
2427	0.09454730865	1
2428	0.09448376927	1
2429	0.09443391026	1
2430	0.09436662746	1
2431	0.09429540604	1
2432	0.09424524962	1
2433	0.09419087948	1
2434	0.09411075919	1
2435	0.09406787391	1
2436	0.09400228599	1
2437	0.09390780009	1
2438	0.09383735923	1
2439	0.09376342813	1
2440	0.09370385871	1
2441	0.09362267442	1
2442	0.09355736619	1
2443	0.0934993868	1
2444	0.09343907404	1
2445	0.09334523233	1
2446	0.09327226828	1
2447	0.09320282253	1
2448	0.09315289612	1
2449	0.09309251905	1
2450	0.09304133413	1
2451	0.09297825709	1
2452	0.09291678219	1
2453	0.0928297941	1
2454	0.09276835559	1
2455	0.09267432588	1
2456	0.09263767009	1
2457	0.09255788991	1
2458	0.09248189811	1
2459	0.09243472772	1
2460	0.09236580818	1
2461	0.09230250628	1
2462	0.09222791459	1
2463	0.09215646572	1
2464	0.09211807349	1
2465	0.0920401632	1
2466	0.09196835658	1
2467	0.09190441005	1
2468	0.09185899162	1
2469	0.0918395409	1
2470	0.09176665347	1
2471	0.09169908339	1
2472	0.09162721455	1
2473	0.09156607279	1
2474	0.09146751363	1
2475	0.0914217391	1
2476	0.0913369319	1
2477	0.09125515546	1
2478	0.09120494372	1
2479	0.09111781541	1
2480	0.09106940339	1
2481	0.0910005371	1
2482	0.09093390044	1
2483	0.09085350902	1
2484	0.09078788625	1
2485	0.09070380241	1
2486	0.09065782406	1
2487	0.09059458393	1
2488	0.09053260702	1
2489	0.09049812157	1
2490	0.09040567729	1
2491	0.09033720692	1
2492	0.09024245173	1
2493	0.09017423051	1
2494	0.09010387046	1
2495	0.09007453865	1
2496	0.09004462125	1
2497	0.0899845012	1
2498	0.08992723906	1
2499	0.08986450324	1
2500	0.08978940155	1
2501	0.08974044864	1
2502	0.0896768241	1
2503	0.0896278924	1
2504	0.08954020814	1
2505	0.0894541669	1
2506	0.0894018576	1
2507	0.08933234417	1
2508	0.08927791037	1
2509	0.08924985709	1
2510	0.08920062655	1
2511	0.08911885045	1
2512	0.089043774	1
2513	0.08900527759	1
2514	0.08890689309	1
2515	0.08884613484	1
2516	0.08881099814	1
2517	0.08876358695	1
2518	0.0887154673	1
2519	0.08866961742	1
2520	0.08859261918	1
2521	0.08853739193	1
2522	0.08844372838	1
2523	0.08839964337	1
2524	0.08831239358	1
2525	0.08824686094	1
2526	0.08818216581	1
2527	0.08810462774	1
2528	0.08806799392	1
2529	0.08805133841	1
2530	0.08802325592	1
2531	0.0879480108	1
2532	0.08790004234	1
2533	0.08782525322	1
2534	0.08776411781	1
2535	0.08772135514	1
2536	0.08765658542	1
2537	0.08758185408	1
2538	0.08750705935	1
2539	0.08742422935	1
2540	0.08733017329	1
2541	0.08724577635	1
2542	0.087161593	1
2543	0.0870577392	1
2544	0.08700997898	1
2545	0.08696146006	1
2546	0.08691019404	1
2547	0.08683436171	1
2548	0.08676031491	1
2549	0.08667980959	1
2550	0.08664559665	1
2551	0.08659625677	1
2552	0.08651799106	1
2553	0.08645968138	1
2554	0.0863659619	1
2555	0.0863057817	1
2556	0.08626139272	1
2557	0.08619650228	1
2558	0.08615957284	1
2559	0.08612148814	1
2560	0.08606990545	1
2561	0.08600125233	1
2562	0.08593302481	1
2563	0.08587235938	1
2564	0.08578743651	1
2565	0.08572010333	1
2566	0.08564639121	1
2567	0.08559721773	1
2568	0.08553430093	1
2569	0.08547803785	1
2570	0.08541795312	1
2571	0.08537078786	1
2572	0.08531906085	1
2573	0.08524550747	1
2574	0.08515039455	1
2575	0.085092782	1
2576	0.08500271063	1
2577	0.08493573717	1
2578	0.08487625763	1
2579	0.08481306329	1
2580	0.08473605164	1
2581	0.08467486362	1
2582	0.08462109171	1
2583	0.08454950591	1
2584	0.08451607301	1
2585	0.08444217373	1
2586	0.08440783125	1
2587	0.08435147962	1
2588	0.08426617224	1
2589	0.08421373132	1
2590	0.08416648269	1
2591	0.08409769478	1
2592	0.08404869844	1
2593	0.08396198921	1
2594	0.08387530562	1
2595	0.08378881776	1
2596	0.08371572435	1
2597	0.08366071845	1
2598	0.08357650167	1
2599	0.08354086304	1
2600	0.08349911066	1
2601	0.08345013291	1
2602	0.08339188225	1
2603	0.08334287108	1
2604	0.08327886689	1
2605	0.08320066828	1
2606	0.08313111528	1
2607	0.08306590196	1
2608	0.08298795028	1
2609	0.08291112885	1
2610	0.08283078054	1
2611	0.0827795683	1
2612	0.08271504631	1
2613	0.08266721138	1
2614	0.08260653041	1
2615	0.08251204032	1
2616	0.08246044903	1
2617	0.08238944201	1
2618	0.0823196629	1
2619	0.08225739466	1
2620	0.08220937727	1
2621	0.08214024125	1
2622	0.08207845609	1
2623	0.08199124333	1
2624	0.08192751732	1
2625	0.08187695062	1
2626	0.0818367896	1
2627	0.0817571043	1
2628	0.0817068972	1
2629	0.08166226216	1
2630	0.08160520226	1
2631	0.08157382863	1
2632	0.08150246276	1
2633	0.0814227988	1
2634	0.08137483207	1
2635	0.08132566645	1
2636	0.08126028459	1
2637	0.08121104224	1
2638	0.08116228128	1
2639	0.08111312998	1
2640	0.08103940102	1
2641	0.08097564825	1
2642	0.08094518684	1
2643	0.08089968566	1
2644	0.08084044873	1
2645	0.08078371168	1
2646	0.08070815064	1
2647	0.08065209695	1
2648	0.08063328162	1
2649	0.08057251037	1
2650	0.08052104939	1
2651	0.08045522905	1
2652	0.08042929467	1
2653	0.08037712805	1
2654	0.08028361126	1
2655	0.08021975235	1
2656	0.08016751149	1
2657	0.08010978109	1
2658	0.0800445643	1
2659	0.07999323568	1
2660	0.07994558529	1
2661	0.07990015931	1
2662	0.07985640413	1
2663	0.07979663548	1
2664	0.07973192881	1
2665	0.07965104237	1
2666	0.07958154247	1
2667	0.07954760668	1
2668	0.07948133145	1
2669	0.07940264057	1
2670	0.0793469734	1
2671	0.07931656841	1
2672	0.07925463001	1
2673	0.07917939165	1
2674	0.07908500176	1
2675	0.07900907714	1
2676	0.07896910705	1
2677	0.07891252914	1
2678	0.07884541454	1
2679	0.0788087891	1
2680	0.07875943978	1
2681	0.07869966291	1
2682	0.07864475111	1
2683	0.07859232931	1
2684	0.07854873094	1
2685	0.07850094501	1
2686	0.07844120321	1
2687	0.07842182696	1
2688	0.07836131666	1
2689	0.07829383219	1
2690	0.07823505324	1
2691	0.078180467	1
2692	0.07811487317	1
2693	0.07808821034	1
2694	0.0780675549	1
2695	0.0779898769	1
2696	0.07796300255	1
2697	0.07794138953	1
2698	0.07789211472	1
2699	0.07783738587	1
2700	0.07776558414	1
2701	0.0777024048	1
2702	0.07767268867	1
2703	0.07761639492	1
2704	0.07756896749	1
2705	0.07750515377	1
2706	0.07744706244	1
2707	0.07739936622	1
2708	0.07733561829	1
2709	0.07725585359	1
2710	0.07717684508	1
2711	0.07711878412	1
2712	0.07707479876	1
2713	0.0770337991	1
2714	0.07696109126	1
2715	0.07688332805	1
2716	0.07683832161	1
2717	0.07680272893	1
2718	0.076728456	1
2719	0.07667915913	1
2720	0.07663906317	1
2721	0.07658180282	1
2722	0.07652688637	1
2723	0.07645074066	1
2724	0.07641497568	1
2725	0.07633492439	1
2726	0.07630810225	1
2727	0.07624651776	1
2728	0.07619998565	1
2729	0.07611764266	1
2730	0.07606374313	1
2731	0.07601838958	1
2732	0.07594541273	1
2733	0.07588269737	1
2734	0.0758283751	1
2735	0.07579052848	1
2736	0.0757509256	1
2737	0.07571913383	1
2738	0.07563731628	1
2739	0.07558449958	1
2740	0.07552988112	1
2741	0.07547869862	1
2742	0.07541439075	1
2743	0.07534830375	1
2744	0.0753104673	1
2745	0.07524377409	1
2746	0.07517609316	1
2747	0.07512610052	1
2748	0.07509399507	1
2749	0.07507378585	1
2750	0.07501852159	1
2751	0.07496640268	1
2752	0.07491185502	1
2753	0.07487515565	1
2754	0.07480983404	1
2755	0.07474475382	1
2756	0.07469479892	1
2757	0.07460985128	1
2758	0.07457122739	1
2759	0.07450438893	1
2760	0.07446482298	1
2761	0.07441876531	1
2762	0.07435134611	1
2763	0.07431228473	1
2764	0.07427067355	1
2765	0.07423668101	1
2766	0.07417044195	1
2767	0.07413198169	1
2768	0.07410720616	1
2769	0.07405332095	1
2770	0.07401335433	1
2771	0.07395934156	1
2772	0.07391617216	1
2773	0.07386088201	1
2774	0.0738200153	1
2775	0.07378947648	1
2776	0.07370902618	1
2777	0.07366512081	1
2778	0.07360545704	1
2779	0.07356840413	1
2780	0.07352796966	1
2781	0.07349253496	1
2782	0.07344625843	1
2783	0.07341380042	1
2784	0.07337195276	1
2785	0.07333295927	1
2786	0.07329284073	1
2787	0.07323060508	1
2788	0.07317893268	1
2789	0.07311907191	1
2790	0.07307482347	1
2791	0.07304018795	1
2792	0.07300588406	1
2793	0.07293715834	1
2794	0.07288824631	1
2795	0.07283650538	1
2796	0.07276642885	1
2797	0.07273112157	1
2798	0.07267383845	1
2799	0.07262378962	1
2800	0.07257837613	1
2801	0.07253022654	1
2802	0.07250087707	1
2803	0.07246331698	1
2804	0.07237661117	1
2805	0.07235969425	1
2806	0.07229963557	1
2807	0.07224872628	1
2808	0.07220344977	1
2809	0.0721453442	1
2810	0.07208380602	1
2811	0.07204709057	1
2812	0.07198987199	1
2813	0.07194949049	1
2814	0.07189356286	1
2815	0.07183852875	1
2816	0.07177523061	1
2817	0.07173264421	1
2818	0.07168355056	1
2819	0.07162027529	1
2820	0.07158009419	1
2821	0.07153474944	1
2822	0.07148180684	1
2823	0.07144486274	1
2824	0.0713692167	1
2825	0.07131105971	1
2826	0.07125376051	1
2827	0.07122155833	1
2828	0.07117793044	1
2829	0.07112029637	1
2830	0.07110972129	1
2831	0.0710783628	1
2832	0.07102906997	1
2833	0.07097341283	1
2834	0.07093232996	1
2835	0.07085640915	1
2836	0.07079884043	1
2837	0.07076156018	1
2838	0.07069635483	1
2839	0.07064620627	1
2840	0.07060649376	1
2841	0.07054077648	1
2842	0.07047239509	1
2843	0.07042684386	1
2844	0.07035518909	1
2845	0.07031958599	1
2846	0.07028290832	1
2847	0.07024248066	1
2848	0.07020258149	1
2849	0.07015796706	1
2850	0.07009153899	1
2851	0.07002823964	1
2852	0.07000453072	1
2853	0.069942443	1
2854	0.06990496324	1
2855	0.06988485343	1
2856	0.06981140403	1
2857	0.06976622113	1
2858	0.06972308845	1
2859	0.06971497954	1
2860	0.069656119	1
2861	0.06960861497	1
2862	0.06953698976	1
2863	0.06945946228	1
2864	0.06942994746	1
2865	0.06936913732	1
2866	0.06930573818	1
2867	0.06926705048	1
2868	0.06923080248	1
2869	0.06919650318	1
2870	0.06918920352	1
2871	0.06914364986	1
2872	0.06909202782	1
2873	0.06905905065	1
2874	0.06900068517	1
2875	0.06896174911	1
2876	0.06890310388	1
2877	0.06883203402	1
2878	0.0687794428	1
2879	0.06875852201	1
2880	0.06871894628	1
2881	0.06867157174	1
2882	0.06863406801	1
2883	0.06857118942	1
2884	0.06852209905	1
2885	0.06844853008	1
2886	0.06839388888	1
2887	0.06834807427	1
2888	0.06829802241	1
2889	0.0682481908	1
2890	0.06820362426	1
2891	0.06816979109	1
2892	0.06813985633	1
2893	0.06810757319	1
2894	0.06806383141	1
2895	0.06801344689	1
2896	0.06798533955	1
2897	0.0679507556	1
2898	0.06792821032	1
2899	0.06788392282	1
2900	0.06784086773	1
2901	0.06779380395	1
2902	0.06774247146	1
2903	0.06769537717	1
2904	0.06765966187	1
2905	0.06762379986	1
2906	0.06757222278	1
2907	0.06752476086	1
2908	0.06748064571	1
2909	0.0674428866	1
2910	0.06738864393	1
2911	0.06733992288	1
2912	0.06733001674	1
2913	0.06729164031	1
2914	0.06724665692	1
2915	0.06717098947	1
2916	0.06712450163	1
2917	0.06711690744	1
2918	0.06706819639	1
2919	0.06701429649	1
2920	0.06697271033	1
2921	0.06691360979	1
2922	0.06687094115	1
2923	0.06683596859	1
2924	0.06678719596	1
2925	0.06674634799	1
2926	0.06668853934	1
2927	0.06664646017	1
2928	0.0666087524	1
2929	0.06655359457	1
2930	0.06651850041	1
2931	0.06647741994	1
2932	0.06641840184	1
2933	0.06636153018	1
2934	0.06632467399	1
2935	0.06626612923	1
2936	0.06622887131	1
2937	0.06617230876	1
2938	0.06612747185	1
2939	0.06606522719	1
2940	0.06604725234	1
2941	0.06598541462	1
2942	0.06594559793	1
2943	0.0659093329	1
2944	0.06584586062	1
2945	0.06580207674	1
2946	0.06574506102	1
2947	0.06568112734	1
2948	0.06562506061	1
2949	0.0655965142	1
2950	0.06555700928	1
2951	0.0655158765	1
2952	0.0654696176	1
2953	0.06541360174	1
2954	0.06537819705	1
2955	0.06532016071	1
2956	0.06527891573	1
2957	0.06521869029	1
2958	0.06518439329	1
2959	0.06512973251	1
2960	0.06509444128	1
2961	0.06505201727	1
2962	0.06501090908	1
2963	0.06498078118	1
2964	0.06494702014	1
2965	0.06491630803	1
2966	0.06488112384	1
2967	0.06483013402	1
2968	0.06477553378	1
2969	0.06471641105	1
2970	0.06467335169	1
2971	0.06463143145	1
2972	0.06457823711	1
2973	0.06452897636	1
2974	0.06448188164	1
2975	0.06443521528	1
2976	0.06437226484	1
2977	0.06432410161	1
2978	0.0642878466	1
2979	0.0642419737	1
2980	0.06420598864	1
2981	0.06415877382	1
2982	0.06412336721	1
2983	0.064071589	1
2984	0.06403657657	1
2985	0.06398341724	1
2986	0.06390385533	1
2987	0.06386037934	1
2988	0.06379930383	1
2989	0.06375808357	1
2990	0.06372560325	1
2991	0.06369998562	1
2992	0.06367141411	1
2993	0.06365380778	1
2994	0.06361754249	1
2995	0.06360536404	1
2996	0.06356921371	1
2997	0.06352368895	1
2998	0.06349612961	1
2999	0.06344811331	1
3000	0.06340833663	1
3001	0.06336819127	1
3002	0.06331931352	1
3003	0.06328102868	1
3004	0.06324230696	1
3005	0.06320217465	1
3006	0.06315525123	1
3007	0.06310630842	1
3008	0.06307042944	1
3009	0.06300907985	1
3010	0.06297247574	1
3011	0.06291351364	1
3012	0.06287344637	1
3013	0.06282166651	1
3014	0.06277667246	1
3015	0.06276399956	1
3016	0.06270616628	1
3017	0.06263856199	1
3018	0.06259262456	1
3019	0.06254911734	1
3020	0.06249747391	1
3021	0.06246292966	1
3022	0.06242943415	1
3023	0.06241452767	1
3024	0.06236951511	1
3025	0.06233499342	1
3026	0.06227741256	1
3027	0.06223739103	1
3028	0.06220474871	1
3029	0.06215046481	1
3030	0.06211798475	1
3031	0.06205909646	1
3032	0.06202626655	1
3033	0.06198877673	1
3034	0.06196416654	1
3035	0.06191628011	1
3036	0.06190923257	1
3037	0.06186067274	1
3038	0.06182144372	1
3039	0.0617770916	1
3040	0.06174151728	1
3041	0.06169384317	1
3042	0.06164822895	1
3043	0.0615946829	1
3044	0.0615429682	1
3045	0.0615103662	1
3046	0.06147435905	1
3047	0.06142806803	1
3048	0.06138044264	1
3049	0.06132213675	1
3050	0.06128149354	1
3051	0.06124016054	1
3052	0.06120739682	1
3053	0.06115222682	1
3054	0.06111197271	1
3055	0.06107676827	1
3056	0.06103652603	1
3057	0.06097188786	1
3058	0.0609150549	1
3059	0.0608904878	1
3060	0.06085402589	1
3061	0.06081316693	1
3062	0.06077844538	1
3063	0.06074000409	1
3064	0.06068542243	1
3065	0.0606752729	1
3066	0.06061733568	1
3067	0.06057207016	1
3068	0.06055736056	1
3069	0.06050213832	1
3070	0.06047411147	1
3071	0.06043986876	1
3072	0.06038933102	1
3073	0.06035095671	1
3074	0.0603251831	1
3075	0.06028608173	1
3076	0.06023916432	1
3077	0.06019757503	1
3078	0.06014578863	1
3079	0.06009255581	1
3080	0.0600526083	1
3081	0.05999055247	1
3082	0.0599565997	1
3083	0.05991769606	1
3084	0.05986329225	1
3085	0.05983192881	1
3086	0.05978737194	1
3087	0.05975054487	1
3088	0.05972464006	1
3089	0.05967709311	1
3090	0.05963367124	1
3091	0.05959600103	1
3092	0.05955109181	1
3093	0.05951248983	1
3094	0.05946589934	1
3095	0.05943594134	1
3096	0.05940041096	1
3097	0.05934713349	1
3098	0.05929496246	1
3099	0.05925981955	1
3100	0.05924855043	1
3101	0.05920379609	1
3102	0.05914189025	1
3103	0.05911252748	1
3104	0.05907163141	1
3105	0.0590341235	1
3106	0.05900161438	1
3107	0.05896304859	1
3108	0.05892909449	1
3109	0.05890934676	1
3110	0.05888261022	1
3111	0.05885005189	1
3112	0.05879649444	1
3113	0.05876252264	1
3114	0.05871843104	1
3115	0.05868962765	1
3116	0.0586487873	1
3117	0.05857835022	1
3118	0.05854303884	1
3119	0.0584902226	1
3120	0.05843689131	1
3121	0.05840279308	1
3122	0.05834874527	1
3123	0.05832056882	1
3124	0.05828179654	1
3125	0.05824977054	1
3126	0.05821051911	1
3127	0.05817348603	1
3128	0.05813556258	1
3129	0.05808525996	1
3130	0.05805834547	1
3131	0.05802276575	1
3132	0.05798658173	1
3133	0.05797471063	1
3134	0.05794725694	1
3135	0.05790306293	1
3136	0.05787463138	1
3137	0.05784574171	1
3138	0.05779770841	1
3139	0.05775760803	1
3140	0.05770612616	1
3141	0.05766108117	1
3142	0.05763714567	1
3143	0.05760311157	1
3144	0.05756681828	1
3145	0.05753961982	1
3146	0.05748005005	1
3147	0.05745609775	1
3148	0.05742838527	1
3149	0.05737970261	1
3150	0.05734187123	1
3151	0.05730610226	1
3152	0.05725741897	1
3153	0.05721579737	1
3154	0.05715944822	1
3155	0.05713740813	1
3156	0.05709848279	1
3157	0.05705992736	1
3158	0.05702661938	1
3159	0.05701132068	1
3160	0.0569786529	1
3161	0.05693911241	1
3162	0.05690269053	1
3163	0.05686081591	1
3164	0.05685433525	1
3165	0.05682661527	1
3166	0.05679443757	1
3167	0.05677775346	1
3168	0.05673089313	1
3169	0.05669959018	1
3170	0.05668672638	1
3171	0.05665105291	1
3172	0.05661931469	1
3173	0.05656334717	1
3174	0.05653022663	1
3175	0.05650355034	1
3176	0.05644972095	1
3177	0.05640750483	1
3178	0.05636397949	1
3179	0.05631547576	1
3180	0.05626162817	1
3181	0.0562119299	1
3182	0.05618106463	1
3183	0.05617058849	1
3184	0.05616558878	1
3185	0.05613917212	1
3186	0.05609155928	1
3187	0.0560639747	1
3188	0.05601934372	1
3189	0.05597293855	1
3190	0.05593983107	1
3191	0.05589965625	1
3192	0.05586943495	1
3193	0.05582556971	1
3194	0.05579125623	1
3195	0.05575394469	1
3196	0.05570520878	1
3197	0.05566990515	1
3198	0.05564591672	1
3199	0.05561152607	1
3200	0.05555898389	1
3201	0.05552338868	1
3202	0.05547306627	1
3203	0.05543398049	1
3204	0.05540632897	1
3205	0.05536725348	1
3206	0.05531348308	1
3207	0.05528122439	1
3208	0.05524289706	1
3209	0.05520165813	1
3210	0.05516026713	1
3211	0.05512517936	1
3212	0.05508362885	1
3213	0.05505480499	1
3214	0.0550134334	1
3215	0.05497371084	1
3216	0.05493621675	1
3217	0.05489890842	1
3218	0.05487678908	1
3219	0.05484948385	1
3220	0.05479769172	1
3221	0.05474503163	1
3222	0.05469035559	1
3223	0.05468134914	1
3224	0.054673047	1
3225	0.05464475131	1
3226	0.05461152332	1
3227	0.05457639657	1
3228	0.05452667175	1
3229	0.05448899219	1
3230	0.05444933553	1
3231	0.05442243751	1
3232	0.05437840062	1
3233	0.05434443902	1
3234	0.05429776813	1
3235	0.05426106117	1
3236	0.05421597809	1
3237	0.0541826848	1
3238	0.05414594156	1
3239	0.05411429183	1
3240	0.05406916841	1
3241	0.05404032792	1
3242	0.05400709445	1
3243	0.05395511721	1
3244	0.05392212893	1
3245	0.05387261233	1
3246	0.05384317693	1
3247	0.0537985537	1
3248	0.0537704223	1
3249	0.05373621921	1
3250	0.05370137556	1
3251	0.05367906192	1
3252	0.05363345951	1
3253	0.05360052633	1
3254	0.05357005858	1
3255	0.05354207639	1
3256	0.05351013859	1
3257	0.05346980411	1
3258	0.05343129505	1
3259	0.05338487867	1
3260	0.0533476082	1
3261	0.05332424167	1
3262	0.05329267044	1
3263	0.05327120849	1
3264	0.05322986136	1
3265	0.05319926145	1
3266	0.05317872436	1
3267	0.05313130093	1
3268	0.05309527212	1
3269	0.05306906996	1
3270	0.05302559421	1
3271	0.05298950637	1
3272	0.05297690667	1
3273	0.05296138622	1
3274	0.05290931623	1
3275	0.05288037359	1
3276	0.0528241021	1
3277	0.05277044351	1
3278	0.05273769365	1
3279	0.0527065541	1
3280	0.05266170433	1
3281	0.05260756037	1
3282	0.05257757184	1
3283	0.05253117701	1
3284	0.05249722292	1
3285	0.05247420716	1
3286	0.05243244573	1
3287	0.05239204776	1
3288	0.05235906	1
3289	0.05231655994	1
3290	0.05228060745	1
3291	0.05222824546	1
3292	0.052181311	1
3293	0.05214598091	1
3294	0.05211134555	1
3295	0.05207954195	1
3296	0.05204947443	1
3297	0.0520132243	1
3298	0.05197305706	1
3299	0.05194627373	1
3300	0.05191887953	1
3301	0.05188709916	1
3302	0.05184738917	1
3303	0.05181164127	1
3304	0.05180391553	1
3305	0.05177640381	1
3306	0.05174979648	1
3307	0.05172175439	1
3308	0.05169484022	1
3309	0.05165505633	1
3310	0.05161461561	1
3311	0.05158105753	1
3312	0.0515547504	1
3313	0.05151514458	1
3314	0.05148225896	1
3315	0.05145682846	1
3316	0.05142730085	1
3317	0.05140205804	1
3318	0.05136805087	1
3319	0.05133232562	1
3320	0.0512951327	1
3321	0.05125539761	1
3322	0.0512269444	1
3323	0.05118017858	1
3324	0.051157759	1
3325	0.05112959795	1
3326	0.05109507138	1
3327	0.05105671172	1
3328	0.05102573815	1
3329	0.05098591654	1
3330	0.05094103914	1
3331	0.05092578737	1
3332	0.0508793679	1
3333	0.05085977547	1
3334	0.05082082493	1
3335	0.05079255891	1
3336	0.05076897172	1
3337	0.05071979763	1
3338	0.05068965528	1
3339	0.05065085427	1
3340	0.05061729045	1
3341	0.05058344176	1
3342	0.05054785711	1
3343	0.05052214294	1
3344	0.05048639184	1
3345	0.05044910978	1
3346	0.05041433741	1
3347	0.05039082446	1
3348	0.05034579619	1
3349	0.05029399338	1
3350	0.05026793921	1
3351	0.05022921689	1
3352	0.05019937389	1
3353	0.05015149995	1
3354	0.05011600708	1
3355	0.05009390795	1
3356	0.05006890962	1
3357	0.05004656381	1
3358	0.05002218764	1
3359	0.04999643639	1
3360	0.04998428998	1
3361	0.04997877793	1
3362	0.0499551045	1
3363	0.04990947989	1
3364	0.04985955757	1
3365	0.04981937393	1
3366	0.04979646281	1
3367	0.04975200712	1
3368	0.04972810493	1
3369	0.04970005063	1
3370	0.04967578062	1
3371	0.04964369779	1
3372	0.04962476702	1
3373	0.04958944035	1
3374	0.04957115853	1
3375	0.04952365358	1
3376	0.04951294573	1
3377	0.04947532516	1
3378	0.04945042247	1
3379	0.04941566883	1
3380	0.04937551295	1
3381	0.0493678586	1
3382	0.04934573907	1
3383	0.04930791317	1
3384	0.04928571711	1
3385	0.04925539442	1
3386	0.04922566876	1
3387	0.04920149254	1
3388	0.04916164986	1
3389	0.04912126683	1
3390	0.04908201925	1
3391	0.04904130894	1
3392	0.04901734537	1
3393	0.04898419979	1
3394	0.04895380361	1
3395	0.04891715724	1
3396	0.04889515195	1
3397	0.04884890989	1
3398	0.04882078408	1
3399	0.04879917287	1
3400	0.04876532443	1
3401	0.04873499919	1
3402	0.0487202042	1
3403	0.04869918813	1
3404	0.04867025532	1
3405	0.04863933664	1
3406	0.04859843862	1
3407	0.04856349677	1
3408	0.04854184551	1
3409	0.04850304867	1
3410	0.04846767814	1
3411	0.04845924203	1
3412	0.04843905219	1
3413	0.04840112626	1
3414	0.04836378382	1
3415	0.04832762074	1
3416	0.04830826474	1
3417	0.048264687	1
3418	0.04824247266	1
3419	0.04823450246	1
3420	0.04818985064	1
3421	0.0481500303	1
3422	0.04812763055	1
3423	0.04809561605	1
3424	0.04805425274	1
3425	0.04802804876	1
3426	0.04799840993	1
3427	0.0479744758	1
3428	0.04793499681	1
3429	0.04791007009	1
3430	0.04788451854	1
3431	0.04785513282	1
3432	0.04782524078	1
3433	0.04779563945	1
3434	0.04776953375	1
3435	0.0477582532	1
3436	0.04772181813	1
3437	0.0477021343	1
3438	0.04767347778	1
3439	0.04764814174	1
3440	0.04760858725	1
3441	0.04757414031	1
3442	0.04753495552	1
3443	0.04751089649	1
3444	0.04748833699	1
3445	0.04745025007	1
3446	0.04740940792	1
3447	0.04738142395	1
3448	0.04734684689	1
